name,distance,distance_mi,moving_time,elapsed_time,total_elevation_gain,elevation_gain_ft,type,start_date,trainer,manual,gear_id,average_speed,avg_speed_mph,max_speed,max_speed_mph,average_cadence,average_watts,average_heartrate,max_heartrate,max_watts,average_temp
LTF: Spin class. LTF is awesome everywhere.,28968.2,18.00000497,3000,3000,0,0,Ride,2015-08-03T21:30:00Z,FALSE,TRUE,b534975,9.656,21.59989264,0,0,,,,,,
SOS 5k Cooldown: Running with Jill.,504.1,0.313233218,205,205,0,0,Run,2015-08-02T13:04:41Z,FALSE,FALSE,g559148,2.459,5.50063546,3,6.71082,83,,,,,
"SOS 5k: Hot day. 1st in AG, 5th Overall.",5263.5,3.27058727,1342,1347,0,0,Run,2015-08-02T12:33:45Z,FALSE,FALSE,g559148,3.922,8.77327868,5.1,11.408394,88.1,,,,,
MTB: Felt strong. It's all that AL humidity.,16113.7,10.01258898,3693,4049,221,725.06564,Ride,2015-08-01T18:18:52Z,FALSE,FALSE,b1108192,4.363,9.75976922,12.2,27.290668,,144.2,,,,28
MTB: Coupla hard segments with the wind.,26859,16.68940885,3920,4211,76,249.34384,Ride,2015-07-31T21:43:12Z,FALSE,FALSE,b1108192,6.852,15.32751288,11.1,24.830034,,227,,,,28
Birmingham Courtyard: tready recovery.,4989,3.100020878,1647,1647,0,0,Run,2015-07-30T10:47:38Z,FALSE,TRUE,g559148,3.029,6.77569126,0,0,,,,,,
Birmingham: Don't try this at home kids.,10921.1,6.786056928,3613,3661,332.9,1092.191636,Run,2015-07-30T00:04:35Z,FALSE,FALSE,g559148,3.023,6.76226962,5.4,12.079476,82.7,,,,,
Birmingham Courtyard: steady treaty with a little speed burst.,7242.1,4.500032311,2246,2246,0,0,Run,2015-07-28T01:11:42Z,FALSE,TRUE,g559148,3.224,7.21189456,0,0,,,,,,
"Bronson, Portage: Moving heavy stuff.",0,0,3600,3600,0,0,Workout,2015-07-26T17:15:40Z,FALSE,TRUE,,0,0,0,0,,,,,,
RDB: Whew that was some wind.,35418.1,22.00778702,4043,4043,125,410.105,Ride,2015-07-25T14:52:59Z,FALSE,FALSE,b1395475,8.76,19.5955944,13.6,30.422384,,172,,,,29
Birmingham: easy recovery 10 spot.,4023.4,2.500024855,600,600,0,0,Ride,2015-07-24T00:22:19Z,FALSE,TRUE,b521467,6.706,15.00091964,0,0,,,,,,
Birmingham: Humid + Hills = Happy Dance (Minus the dance of course).,5640.7,3.504968484,1925,1950,95.6,313.648304,Run,2015-07-23T23:41:25Z,FALSE,FALSE,g652180,2.93,6.5542342,5.8,12.974252,80.4,,,,,
RDB: unfavorable wind.,35391,21.99094786,3803,3803,139,456.03676,Ride,2015-07-21T14:10:19Z,FALSE,FALSE,b1395475,9.306,20.81696364,13,29.08022,,194.3,,,,26
Bronson: hard run.,6448.3,4.006787859,1851,1863,17.6,57.742784,Run,2015-07-21T00:36:01Z,FALSE,FALSE,g652180,3.484,7.79349896,12.3,27.514362,83.4,,,,,
Auburn Hills: hot time in the city.,8053.5,5.004212897,2429,2468,15.7,51.509188,Run,2015-07-18T16:06:27Z,FALSE,FALSE,g652180,3.316,7.41769304,4.4,9.842536,82.7,,,,,
MTB: Bloomer!,32838.2,20.40471148,7180,8533,259,849.73756,Ride,2015-07-17T20:56:02Z,FALSE,FALSE,b1108192,4.574,10.23176356,10.8,24.158952,,141.3,,,,28
"Golf: I know, it's only exercise-ish.",0,0,1800,1800,0,0,Workout,2015-07-17T00:04:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
Auburn Hills: ran it more briskly than normal.,5007.5,3.111516245,1352,1352,0,0,Run,2015-07-16T16:56:59Z,FALSE,FALSE,g652180,3.704,8.28562576,4.7,10.513618,85.2,,,,,
Orlando Marriott: ugh.,3218.7,2.000007456,1080,1080,0,0,Run,2015-07-15T01:04:22Z,FALSE,TRUE,g559148,2.98,6.6660812,0,0,,,,,,
Orlando Marriott: tabata,13679.5,8.500047224,1800,1800,0,0,Ride,2015-07-15T00:51:38Z,FALSE,TRUE,b521467,7.6,17.000744,0,0,,,,,,
Orlando: quick run through core movements + 2:00 plank.,0,0,900,900,0,0,WeightTraining,2015-07-13T21:17:15Z,FALSE,TRUE,,0,0,0,0,,,,,,
Orlando: basketball - it's been a while.,0,0,900,900,0,0,Workout,2015-07-13T21:16:29Z,FALSE,TRUE,,0,0,0,0,,,,,,
Orlando: HOT run. Garmin knew how far/long but no map.,3218.7,2.000007456,1032,1032,0,0,Run,2015-07-13T21:15:40Z,FALSE,TRUE,g559148,3.119,6.97701586,0,0,,,,,,
MTB: CRT - West Bloomfield Trail - M5 Trail.,63703.8,39.58370616,9393,10668,244,800.52496,Ride,2015-07-12T15:25:37Z,FALSE,FALSE,b1108192,6.782,15.17092708,12,26.84328,,214.7,,,,28
"Troy, Orion: gigging for five hours.",0,0,3600,3600,0,0,Workout,2015-07-11T12:52:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
Huron OH: Run beaches!,6719.7,4.175428,2236,2317,0,0,Run,2015-07-10T20:08:28Z,FALSE,FALSE,g559148,3.005,6.7220047,6.3,14.092722,80.6,,,,,
CXB: Blew up just shy of the MOT. That KOM will have to die another day.,25695.3,15.9663192,3345,3472,70,229.6588,Ride,2015-07-10T15:22:06Z,FALSE,FALSE,b1477130,7.682,17.18417308,11.9,26.619586,,208,,,,27
Portage: Demo D8. That's it. No mas!,0,0,3600,3600,0,0,Workout,2015-07-08T21:05:49Z,FALSE,TRUE,,0,0,0,0,,,,,,
Bronson: More easy (and cool) running.,5001.9,3.108036566,1558,1558,0,0,Run,2015-07-08T15:16:25Z,FALSE,FALSE,g652180,3.21,7.1805774,5,11.1847,81.9,,,,,
GLHF: ugh. Should have taken today off.,16093.5,10.00003728,1800,1800,0,0,Ride,2015-07-07T15:27:32Z,FALSE,TRUE,b534975,8.941,20.00048054,0,0,,,,,,
Portage: Demo day 7. Screw the rhyming. It's hard shit.,0,0,3600,3600,0,0,Workout,2015-07-06T23:07:43Z,FALSE,TRUE,,0,0,0,0,,,,,,
"MTB: First Portage ride - fittingly, to Matteson Lake.",56393.8,35.04148274,7746,8491,146,479.00264,Ride,2015-07-06T21:07:52Z,FALSE,FALSE,b1108192,7.28,16.2849232,12.3,27.514362,,233.3,,,,29
Bronson: Easy working my ankle back.,4994.6,3.103500557,1493,1499,0,0,Run,2015-07-06T13:32:38Z,FALSE,FALSE,g652180,3.345,7.4825643,4.3,9.618842,83.2,,,,,
Portage: D6. Sick of breaking sh**. ;),0,0,3600,3600,0,0,Workout,2015-07-05T23:34:39Z,FALSE,TRUE,,0,0,0,0,,,,,,
RDB: Easy out and back until the TT from town.,42424.7,26.36148642,4806,4830,105,344.4882,Ride,2015-07-05T15:39:06Z,FALSE,FALSE,b1395475,8.827,19.74546938,12.6,28.185444,,166.7,,,,28
MTB: Easy recovery to the hotel.,4039.3,2.509904657,630,732,2,6.56168,Ride,2015-07-04T00:33:14Z,FALSE,FALSE,b1108192,6.412,14.34325928,8.4,18.790296,,188.5,,,,22
MTB: Sprint from Auburn Hills to Clawson.,17682.2,10.9872097,2121,2137,30,98.4252,Ride,2015-07-03T23:56:38Z,FALSE,FALSE,b1108192,8.337,18.64936878,10.1,22.593094,,286.6,,,,21
Portage: D5 - still alive?,0,0,3600,3600,0,0,Workout,2015-07-03T13:20:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
"Portage: D4, gimme some more!",0,0,3600,3600,0,0,Workout,2015-07-03T02:03:29Z,FALSE,TRUE,,0,0,0,0,,,,,,
GLHF: first spin at GLHF in a while. Power.,27358.9,17.00003231,3600,3600,0,0,Ride,2015-07-02T14:52:53Z,FALSE,TRUE,b534975,7.6,17.000744,0,0,,,,,,
"Portage: D3, the saga continues.",0,0,3600,3600,0,0,Workout,2015-07-01T21:37:36Z,FALSE,TRUE,,0,0,0,0,,,,,,
"Portage: Demolition, man - take II. Really 4 hours +.",0,0,3600,3600,0,0,Workout,2015-06-30T18:00:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
"Portage: demolition, man.",0,0,3600,3600,0,0,Workout,2015-06-29T23:30:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
CXB: Hard to ride with legs on fire from Nike Fit.,55376,34.40905114,7161,7597,110,360.8924,Ride,2015-06-28T19:12:54Z,FALSE,FALSE,b1477130,7.733,17.29825702,11,24.60634,,206.2,,,,25
Nike Fit. Yowza.,0,0,3900,3900,0,0,Workout,2015-06-27T23:59:07Z,FALSE,TRUE,,0,0,0,0,,,,,,
"Chicago: train to office, office to car wall/run",2414,1.499990058,900,900,0,0,Run,2015-06-26T22:00:00Z,FALSE,TRUE,g34363,2.682,5.99947308,0,0,,,,,,
Gardening and lifting heavy stuff.,0,0,1800,1800,0,0,Workout,2015-06-26T21:59:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
Nike Fit,0,0,1800,1800,0,0,Workout,2015-06-25T18:30:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
Auburn Hills: Ankle almost 100%.,4988.4,3.099648055,1343,1343,0,0,Run,2015-06-25T17:49:28Z,FALSE,FALSE,g652180,3.714,8.30799516,4.9,10.961006,,,169.3,188,,
MTB: Hillapalooza in The Jungle. Check out the 10 x 10 x 8 (I think) repeats.,16133.3,10.02476786,5175,5829,466,1528.87144,Ride,2015-06-23T14:49:01Z,FALSE,FALSE,b1108192,3.118,6.97477892,12.5,27.96175,,115,,,,26
"Auburn Hills: Nike Fit. Ouch, but not OUCH&!#%.",0,0,2100,2100,0,0,Workout,2015-06-22T22:29:23Z,FALSE,TRUE,,0,0,0,0,,,,,,
MTB: Frustrating ride. Hill repeats did me in.,16700,10.37689891,4086,4522,267,875.98428,Ride,2015-06-22T16:16:33Z,FALSE,FALSE,b1108192,4.087,9.14237378,12.7,28.409138,,136.3,,,,30
MTB: Bloomer - gettin' my mojo back.,31799.5,19.75929323,5948,6196,223,731.62732,Ride,2015-06-21T21:32:49Z,FALSE,FALSE,b1108192,5.346,11.95868124,12.3,27.514362,,172,,,,27
MTB: CRT/PCT to Lake Orion and back. Long time since my last late night ride.,51404.2,31.94108904,7193,7824,138,452.75592,Ride,2015-06-21T01:23:11Z,FALSE,FALSE,b1108192,7.146,15.98517324,12.8,28.632832,,230.9,,,,21
"CXB: Easy spinning,except the hill back.",48478.4,30.12308121,6604,6780,103,337.92652,Ride,2015-06-19T20:42:16Z,FALSE,FALSE,b1477130,7.341,16.42137654,12.9,28.856526,,189.3,,,,22
Auburn Hills: Easy 5,8055.7,5.005579913,2445,2445,14.3,46.916012,Run,2015-06-18T17:40:16Z,FALSE,FALSE,g559148,3.295,7.3707173,4.3,9.618842,,,154.9,171,,
Bronson: Post run recovery.,1622.8,1.008361171,546,546,10.6,34.776904,Run,2015-06-17T13:48:53Z,FALSE,FALSE,g652180,2.972,6.64818568,3.4,7.605596,,,153.1,172,,
Bronson: Bookend 1 mi intervals with hard recovery.,5025.7,3.122825201,1323,1326,12.1,39.698164,Run,2015-06-17T13:26:15Z,FALSE,FALSE,g652180,3.799,8.49813506,5,11.1847,,,166.2,180,,
RDB: Pushing the SuperSix Evo.,34966.7,21.72730007,3665,3665,224,734.90816,Ride,2015-06-16T16:40:53Z,FALSE,FALSE,b1395475,9.541,21.34264454,14.2,31.764548,,204,,,,27
"Auburn Hills, Easy 3 miler.",4061.1,2.523450549,1155,1155,0,0,Run,2015-06-15T15:09:21Z,FALSE,FALSE,g652180,3.516,7.86508104,5.2,11.632088,,,161.2,171,,
MTB: CRT/MOT - Down goes Richmond!,102264,63.5439036,13963,15027,163,534.77692,Ride,2015-06-14T15:43:36Z,FALSE,FALSE,b1108192,7.324,16.38334856,11.3,25.277422,,240.1,,,,24
Gigging - Four Hours Worth,0,0,3600,3600,0,0,Workout,2015-06-13T15:10:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
CXB: About half way to Richmond. Longest ride in a while.,58104.3,36.10433817,7909,8287,100,328.084,Ride,2015-06-12T18:57:19Z,FALSE,FALSE,b1477130,7.347,16.43479818,12.6,28.185444,,188.2,,,,24
"CRT: Easy-ish running. First time using Garmin FR 220. If it wasn't free, I would not have gotten the Garmin.",4833.1,3.003149109,1390,1390,0,0,Run,2015-06-12T00:42:21Z,FALSE,FALSE,g652180,3.477,7.77784038,4.3,9.618842,83.7,,156,169,,
"MTB: CRT, The Jungle, Extended CRT to Silverdome",20379.6,12.66329635,4626,5000,223,731.62732,Ride,2015-06-11T16:18:32Z,FALSE,FALSE,b1108192,4.405,9.8537207,10.8,24.158952,,134.2,,,,21
Bronson: Hot and hilly 400s.,6642.8,4.127644556,2084,2217,66,216.53544,Ride,2015-06-10T21:31:26Z,FALSE,FALSE,b1108192,3.188,7.13136472,5.4,12.079476,,86,,,,31
MTB: Road riding on the old Kona.,30541.3,18.97748399,4140,4289,98,321.52232,Ride,2015-06-08T17:09:10Z,FALSE,FALSE,b635473,7.377,16.50190638,10.7,23.935258,,244.6,,,,30
Bronson: long run. Felt good.,16446.8,10.21956772,4868,4874,59.4,194.881896,Run,2015-06-07T22:51:52Z,FALSE,FALSE,g652180,3.379,7.55862026,6.6,14.763804,,,,,,27
MTB: CRT and Bloomer. Jill's first MTB.,28902.2,17.95899447,6839,7828,89,291.99476,Ride,2015-06-07T15:38:40Z,FALSE,FALSE,b1108192,4.226,9.45330844,11.1,24.830034,,104.5,137,137,,27
CRT: cool down after run.,2006.9,1.247029846,673,677,8.4,27.559056,Run,2015-06-06T10:36:47Z,FALSE,FALSE,g652180,2.982,6.67055508,4.1,9.171454,,,,,,17
"CRT: HR ""fast"" run. HR Avg: 164, Max 172.",8207.1,5.099655512,2269,2276,26.6,87.270344,Run,2015-06-06T09:57:24Z,FALSE,FALSE,g652180,3.617,8.09101198,6.5,14.54011,,,,,,18
MTB: Bloomer. Crash. Ouch. #MyHour,31189.5,19.3802568,6067,6756,232,761.15488,Ride,2015-06-04T21:44:51Z,FALSE,FALSE,b1108192,5.141,11.50010854,9.7,21.698318,,165.4,,,,24
WBVG: Tempo run. Not quite my tempo.,8062.8,5.009991649,2400,2400,0,0,Run,2015-06-04T15:30:00Z,FALSE,TRUE,g559148,3.36,7.5161184,0,0,,,,,,
MTB: GoPro ride in The Jungle,14190.6,8.817630041,3381,3912,163,534.77692,Ride,2015-06-03T15:55:34Z,FALSE,FALSE,b1108192,4.197,9.38843718,9.3,20.803542,,129.6,,,,26
MTB: Murphy Park. A little spin.,12318.9,7.65460958,2790,3001,158,518.37272,Ride,2015-06-02T20:53:35Z,FALSE,FALSE,b1108192,4.415,9.8760901,9.3,20.803542,,148.4,,,,22
WBVG: 7 x 400 @ 12MPH @1%. That was the goal anyway.,6437.4,4.000014913,2082,2082,0,0,Run,2015-06-02T16:00:00Z,FALSE,TRUE,g559148,3.092,6.91661848,0,0,,,,,,
WBVG: easy Tready.,4828,2.999980116,1616,1616,0,0,Run,2015-06-02T00:59:31Z,FALSE,TRUE,g559148,2.988,6.68397672,0,0,,,,,,
WBVG: easy recumbent.,19312.2,12.00004474,3600,3600,0,0,Ride,2015-06-01T10:30:00Z,FALSE,TRUE,b521467,5.365,12.0011831,0,0,,,,,,
Auburn Hills: long run the hilly way. NGHFB Playlist.,16188.1,10.058819,4756,4780,93.3,306.102372,Run,2015-05-31T14:48:55Z,FALSE,FALSE,g652180,3.404,7.61454376,9.3,20.803542,,,,,,
Auburn Hills: Nothing in the tank.,3492.5,2.170138889,948,948,9,29.52756,Run,2015-05-30T19:22:50Z,FALSE,FALSE,g652180,3.684,8.24088696,4.7,10.513618,,,,,,29
"WBVG: tempo. W/U, 17:00 @9MPH, 1:00@MPH, 2:00@9MPH, C/D. Ouch. ",7242.1,4.500032311,2100,2100,0,0,Run,2015-05-29T22:00:00Z,FALSE,TRUE,g559148,3.449,7.71520606,0,0,,,,,,
Vacaville Courtyard: 9 x 200m @ 12 MPH w/200m recovery. 1% incline.,4989,3.100020878,1400,1400,0,0,Run,2015-05-28T02:00:40Z,FALSE,TRUE,g559148,3.564,7.97245416,0,0,,,,,,
WBVG: Easy spin to recover from XFit.,12070.1,7.500012427,3600,3600,0,0,Ride,2015-05-26T16:00:00Z,FALSE,TRUE,b521467,3.353,7.50045982,0,0,,,,,,
GLHF: 3 x 1 mi during XFit.,4828,2.999980116,1560,1560,0,0,Run,2015-05-25T15:07:49Z,FALSE,TRUE,g559148,3.095,6.9233293,0,0,,,,,,
XFit - got all 300 squats in.,0,0,1800,1800,0,0,Crossfit,2015-05-25T15:04:31Z,FALSE,TRUE,,0,0,0,0,,,,,,
Bronson: Longest run in a while.,14342.1,8.911767776,4241,4241,82,269.02888,Run,2015-05-24T16:14:27Z,FALSE,FALSE,g559148,3.382,7.56533108,4.5,10.06623,,,,,,27
RDB: lake to Colon and back.,32264.5,20.04823083,4155,4186,54.2,177.821528,Ride,2015-05-23T19:15:30Z,FALSE,FALSE,b1395475,7.765,17.3698391,12.5,27.96175,,147.6,,,,
"Coldwater: CHC 5k. 5th OA, 2nd AG. First race sub 20:00 5k.",0,0,1198,1198,0,0,Run,2015-05-23T12:00:00Z,FALSE,TRUE,g559148,0,0,0,0,,,,,,
Coldwater: Moving Jill's shi...valuable vintage pieces.,0,0,3600,3600,0,0,Workout,2015-05-22T14:45:00Z,FALSE,TRUE,,0,0,0,0,,,,,,
"GLHF: tempo - 5:00 w/u, 20:00 @ 8.9 MPH 1%, 10:00 w/d.",7081.1,4.399991549,2100,2100,0,0,Run,2015-05-21T21:42:00Z,FALSE,TRUE,g559148,3.372,7.54296168,0,0,,,,,,
6 x 400 @ 11.5,5471.8,3.40001889,1428,1428,0,0,Run,2015-05-19T12:22:00Z,FALSE,TRUE,g652180,3.832,8.57195408,0,0,,,,,,
WBVG: easy Monday...,4828,2.999980116,1617,1617,0,0,Run,2015-05-18T16:11:45Z,FALSE,TRUE,g559148,2.986,6.67950284,0,0,,,,,,
"MTB: Bloomer fun, another flat. Time to change the tire.",31389.9,19.50477959,5986,6333,184,603.67456,Ride,2015-05-17T22:33:07Z,FALSE,FALSE,b1108192,5.244,11.73051336,10.6,23.711564,,159.6,,,,25
Auburn Hills: Heart & Hands,4861.1,3.020547503,1247,1247,17.2,56.430448,Run,2015-05-17T12:35:34Z,FALSE,FALSE,g559148,3.898,8.71959212,5.5,12.30317,,,,,,24
Auburn Hills: Heart & Hands WU,272.6,0.169385787,68,68,0,0,Run,2015-05-17T11:56:01Z,FALSE,FALSE,g559148,4.009,8.96789246,4.6,10.289924,,,,,,22
"CXB: Easy, short ride.",16399.7,10.19030114,2473,2473,52,170.60368,Ride,2015-05-16T22:51:54Z,FALSE,FALSE,b1477130,6.632,14.83538608,8.9,19.908766,,157,,,,22
CRT: not a good run.,5000.1,3.106918098,1331,1331,23,75.45932,Run,2015-05-15T15:12:12Z,FALSE,FALSE,g652180,3.757,8.40418358,7.6,17.000744,,,,,,
MTB: Nuttin' But Hills. But why must I flat in WAVES?,15825.3,9.833385529,3957,4273,291,954.72444,Ride,2015-05-14T15:05:56Z,FALSE,FALSE,b1108192,3.999,8.94552306,8.7,19.461378,,129.4,,,,19
"CXB: Big Gear (Only), 18 MPH HW Home",25737.5,15.99254106,3445,3445,75,246.063,Ride,2015-05-12T23:12:51Z,FALSE,FALSE,b1477130,7.471,16.71217874,14.7,32.883018,,196.2,,,,12
Auburn Hills - Easy-ish Hill Repeats,7251.3,4.505748926,2101,2108,83.2,272.965888,Run,2015-05-12T14:41:46Z,FALSE,FALSE,g652180,3.451,7.71967994,4.3,9.618842,,,,,,20
WBVG: hot indoors today!,12070.1,7.500012427,1800,1800,0,0,Ride,2015-05-11T23:30:00Z,FALSE,TRUE,b521467,6.706,15.00091964,0,0,,,,,,
WBVG: Hard mile + 400s.,4989,3.100020878,1356,1356,0,0,Run,2015-05-11T23:00:00Z,FALSE,TRUE,g559148,3.679,8.22970226,0,0,,,,,,
CXB: Easy rider.,25718.5,15.98073501,3670,3691,77,252.62468,Ride,2015-05-10T22:50:39Z,FALSE,FALSE,b1477130,7.008,15.67647552,12.5,27.96175,,174.3,,,,21
CXB: All out downhill with the wind. Suffer home.,25670.6,15.95097133,3475,3475,69,226.37796,Ride,2015-05-08T17:12:34Z,FALSE,FALSE,b1477130,7.387,16.52427578,13.8,30.869772,,201.9,,,,34
Auburn Hills Loop,6454.9,4.010888909,1894,1894,12.1,39.698164,Run,2015-05-07T23:52:02Z,FALSE,FALSE,g652180,3.408,7.62349152,6.7,14.987498,,,,,,
MTB: more Bloomer. No GPS. Yay. Not.,15771.6,9.800017895,3600,3600,0,0,Ride,2015-05-07T22:45:24Z,FALSE,TRUE,b1108192,4.381,9.80003414,0,0,,,,,,
MTB: Bloomer Full On,33045.4,20.5334596,6670,6845,235,770.9974,Ride,2015-05-06T17:46:44Z,FALSE,FALSE,b1108192,4.954,11.08180076,12,26.84328,,151.4,,,,24
WBVG: Easy short spin.,4023.4,2.500024855,900,900,0,0,Ride,2015-05-05T22:41:16Z,FALSE,TRUE,b521467,4.47,9.9991218,0,0,,,,,,
WVG: felt strong.,4989,3.100020878,1223,1223,0,0,Run,2015-05-05T19:55:25Z,FALSE,TRUE,g559148,4.079,9.12447826,0,0,,,,,,
Bronson: all out final mile.,6472.6,4.021887179,1778,1778,29.6,97.112864,Run,2015-05-04T14:30:44Z,FALSE,FALSE,g559148,3.64,8.1424616,6.4,14.316416,,,,,,
CXB: Easy Sunday spin. Exploring Bloomer Trail.,25815.1,16.04075946,3676,3765,71,232.93964,Ride,2015-05-03T13:57:56Z,FALSE,FALSE,b1477130,7.023,15.71002962,11.8,26.395892,,177.5,,,,25
CXB: Hard flats.,25724,15.98415255,3193,3193,67,219.81628,Ride,2015-05-02T23:29:55Z,FALSE,FALSE,b1477130,8.056,18.02078864,11.3,25.277422,,218,,,,22
"CRT, etc: good brick. Now go lay down.",5207,3.235479798,1579,1579,23.9,78.412076,Run,2015-05-01T17:26:12Z,FALSE,FALSE,g652180,3.298,7.37742812,5.8,12.974252,,,,,,
MTB: Is this heaven? No...it's Pontiac.,16443.9,10.21776575,4496,5265,198,649.60632,Ride,2015-05-01T15:45:51Z,FALSE,FALSE,b1108192,3.657,8.18048958,11.1,24.830034,,111.6,,,,28
CRT: to the M59 bridge and back,6334.5,3.936075817,1805,1805,10.6,34.776904,Run,2015-04-29T23:03:07Z,FALSE,FALSE,g559148,3.509,7.84942246,5.4,12.079476,,,,,,
MTB: You know where you are? You're in the jungle baby.,16825.7,10.45500527,4315,5872,285,935.0394,Ride,2015-04-29T16:00:02Z,FALSE,FALSE,b1108192,3.899,8.72182906,10,22.3694,,131.9,,,,23
MTB: Starting to really dig this trail.,13377.6,8.312455261,3389,4125,232,761.15488,Ride,2015-04-28T15:34:40Z,FALSE,FALSE,b1108192,3.947,8.82920218,8.4,18.790296,,128.4,,,,21
CRT: hate my GPS options.,5035.6,3.128976776,1224,1224,12.7,41.666668,Run,2015-04-27T19:40:21Z,FALSE,FALSE,g559148,4.114,9.20277116,9.8,21.922012,,,,,,
CXB: ADVENTURE!,13359.6,8.30127058,3183,4265,157,515.09188,Ride,2015-04-26T22:27:38Z,FALSE,FALSE,b1477130,4.197,9.38843718,11,24.60634,,108.2,,,,14
CRT; Dumb Garmin lost yet another workout.,9994,6.209983695,3099,3099,0,0,Run,2015-04-25T23:00:00Z,FALSE,TRUE,g652180,3.225,7.2141315,0,0,,,,,,
"GLHF: last 2 MI, +.1 SPD for ever +.1 DIST.",4989,3.100020878,1518,1518,0,0,Run,2015-04-23T18:01:00Z,FALSE,TRUE,g652180,3.287,7.35282178,0,0,,,,,,
GLHF: 10.5 mi record on Matrix. ,16898.1,10.49999254,1792,1792,0,0,Ride,2015-04-23T17:30:00Z,FALSE,TRUE,b521467,9.43,21.0943442,0,0,,,,,,
CXB: CRT - MOT: 15 mile return w/15 MPH headwind. #ouch,47625,29.59280303,7741,8076,109,357.61156,Ride,2015-04-22T16:58:42Z,FALSE,FALSE,b1477130,6.152,13.76165488,8.4,18.790296,,139.6,,,,5
CRT: damn that was fun.,9076.3,5.639751352,2465,2465,35.6,116.797904,Run,2015-04-21T15:25:49Z,FALSE,FALSE,g559148,3.682,8.23641308,7.1,15.882274,,,,,,
"GLHF: 10, 9, mix.",4989,3.100020878,1250,1250,0,0,Run,2015-04-19T22:00:00Z,FALSE,TRUE,g652180,3.991,8.92762754,0,0,,,,,,
RDB: Glorious Bronson cruise on the Evo.,32103.6,19.94825221,3551,3551,101,331.36484,Ride,2015-04-17T16:12:46Z,FALSE,FALSE,b1395475,9.041,20.22417454,12.1,27.066974,,177.2,,,,25
GLHF: easy brick.,4989,3.100020878,1581,1581,0,0,Run,2015-04-16T17:00:00Z,FALSE,TRUE,g652180,3.156,7.05978264,0,0,,,,,,
GLHF: turbo vid class.,22530.9,14.0000522,3000,3000,0,0,Ride,2015-04-16T16:00:00Z,FALSE,TRUE,b534975,7.51,16.7994194,0,0,,,,,,
CRT: easy brick.,5246.1,3.259775412,1571,1586,33.2,108.923888,Run,2015-04-15T16:55:25Z,FALSE,FALSE,g652180,3.339,7.46914266,13.2,29.527608,,,,,,26
MTB: Found some decent mountain biking.,10575.9,6.571559592,2288,2415,89,291.99476,Ride,2015-04-15T16:05:36Z,FALSE,FALSE,b1108192,4.622,10.33913668,7.6,17.000744,,143,,,,22
MTB - CRT: not the best recovery ride...a bit too much throttle.,25602.4,15.90859381,3548,3548,70,229.6588,Ride,2015-04-14T23:04:23Z,FALSE,FALSE,b1108192,7.216,16.14175904,12.1,27.066974,,230.7,,,,16
WBVG: solid 5k.,4989,3.100020878,1322,1322,0,0,Run,2015-04-14T12:45:47Z,FALSE,TRUE,g559148,3.774,8.44221156,0,0,,,,,,
"CXB: Hills, heavy wind, good times.",23795.8,14.78602462,3487,3502,226,741.46984,Ride,2015-04-13T16:12:21Z,FALSE,FALSE,b1477130,6.824,15.26487856,13.8,30.869772,,190.6,,,,21
"Vegas, Red Rock",0,0,3600,3600,0,0,Hike,2015-04-11T18:56:00Z,FALSE,TRUE,g559148,0,0,0,0,,,,,,
Running in Vegas baby.,5074,3.152837429,1477,1477,11,36.08924,Run,2015-04-10T14:18:21Z,FALSE,FALSE,g559148,3.435,7.6838889,13.5,30.19869,,,,,,
"WBVG: 1.1 @ 8.1, 1.5 @ 9.0, .5 @ 11.",4989,3.100020878,1265,1265,0,0,Run,2015-04-09T16:33:51Z,FALSE,TRUE,g559148,3.944,8.82249136,0,0,,,,,,
WBVG: Med hill recumbent.,8046.7,4.999987573,1200,1200,0,0,Ride,2015-04-09T01:00:00Z,FALSE,TRUE,b521467,6.706,15.00091964,0,0,,,,,,
WBVG: Solid.,8046.7,4.999987573,2170,2170,0,0,Run,2015-04-09T00:00:00Z,FALSE,TRUE,g652180,3.708,8.29457352,0,0,,,,,,
WBVG: recovery ride...,11265.4,6.999995029,1800,1800,0,0,Ride,2015-04-05T01:19:33Z,FALSE,TRUE,b521467,6.259,14.00100746,0,0,,,,,,
WBVG: 1.6 mi @ 10MPH.,4989,3.100020878,1165,1165,0,0,Run,2015-04-05T01:00:00Z,FALSE,TRUE,g559148,4.282,9.57857708,0,0,,,,,,
CRT/PCT: First time on the PCT. Good times.,34170.6,21.23262646,4945,5032,102,334.64568,Ride,2015-04-03T15:09:23Z,FALSE,FALSE,b1108192,6.91,15.4572554,9.9,22.145706,,218.6,,,,14
WB: Oh Yeah.,5307.2,3.297741191,1458,1458,0,0,Run,2015-04-02T19:54:35Z,FALSE,FALSE,g652180,3.64,8.1424616,7.4,16.553356,,,,,,
WBVG: Easy tready run. Damn snow.,4989,3.100020878,1604,1604,0,0,Run,2015-03-31T19:30:00Z,FALSE,TRUE,g559148,3.11,6.9568834,0,0,,,,,,
